Tag;English_Source
BlameOut1_Content;With the majority of the accusations pointing squarely at <b>{{0=blamePlayer}}</b>, the military investigators march directly to their estate and ransack one of their wings!
BlameOut1_0_Content;<b>{{0=blamePlayer}}</b> must discard <b>1 Estate Upgrade</b> <icon=DiscardEstateUpgrade_Icon> of their choice and advance their Insanity Marker <b>2 spaces</b> on the Insanity Track <icon=Creepy_Icon>.
BlameOut2_Title;<b>Crossed Signals</b>
BlameOut2_Content;With conflicting accusations flying in every direction, the furious investigators impose sweeping confiscations across every estate in the valley!
BlameOut2_0_Content;{{0=summary}}
TimeTravel3Setup_Content;Turn to page <b>14</b> of the Village Chronicle.
BlameOut3_Title;<b>Silence is Golden</b>
BlameOut3_Content;Because not a single scholar betrayed their peers during the interrogation, the investigators were forced to leave empty-handed! In gratitude for your solidarity, the underground network has set aside extra supplies for every estate—<b>each player will gain 2 Resources of their choice at the start of Generation III</b>!
SecretParadoxBonus_Title;<b>Chaos Theory</b>
SecretParadoxBonus_Content;{{0=?|As the temporal storm reaches its zenith, you realize that the very Paradoxes threatening the timeline have also thin-walled the barrier between ignorance and genius!|Those who dared to court temporal Paradoxes throughout this Generation discover hidden insights etched into the fabric of time itself!}}
SecretParadoxBonus_0_Content;The player with the <b>most Paradox tokens</b> <icon=S3_ParadoxToken> in their play area (in case of a tie, all tied players) gains <b>4VP</b> and advances their lowest Knowledge Track token <b>1 space</b>!
TTBarracksPenalty_Title;<b>Barracks Penalty</b>
TTBarracksPenalty_Content;The garrison commander inspects the Barracks roster at the end of the Generation. Any player who did not place a piece on the <b>Barracks</b> during this round loses <b>5VP</b>!
TimeEnd1_Content;Perform all standard End of Generation steps.<br /><br />Once you are ready to see the fate of the timeline, click Confirm.
TimeEnd1_Window_Title;<b>Paradox</b>
TimeEnd1_Window_Content;As the clock strikes midnight on the final year of the Generation, the accumulated Paradox tokens <icon=S3_ParadoxToken> across all players' play areas begin to resonate with blinding light!<br /><br />Count the total number of Paradox tokens currently held by all players combined. How many Paradox tokens are there in total?
TimeEnd1_Window_Content1;{{0=dox}} or more Paradox tokens.
TimeEnd1_Window_Content2;Fewer than {{0=dox}} Paradox tokens.
TimeEnd2_Content;Perform all standard End of Generation steps.<br /><br />Once you are ready to see the fate of the Time Machine, click Confirm.
TimeEnd2_Window_Title;<b>{{0=?|Fully Repaired|Rusty, But Worth a Try}}</b>
TimeEnd2_Window_Content;{{0=?|Because you successfully repaired the Time Machine during this Generation, its chronal stabilizers hold firm as the timeline shifts around the valley!|The timeline around the village begins to collapse, and the Time Machine has not been fully repaired! You rush to the laboratory to engage the emergency temporal drive with whatever repair components you managed to gather.<br /><br />How many <b>Time Machine Repairs</b> cards do the players collectively possess?}}
TimeEnd2_Window_Content1;Zero.
TimeEnd2_Window_Content2;One.
TimeEnd2_Window_Content3;Two.
TimeEnd2b_Title;<b>An Unsettling Time</b>
TimeEnd2b_Content;With only <b>{{0=tmNumber}}</b> installed, the Time Machine lurches violently as you pull the lever!{{1=?| Sparks shower the laboratory as the uncalibrated coils tear a jagged rift through the timestream, hurling you into a dark and uncertain future.| The partial repairs keep the hull intact, but the navigation chronometer shatters mid-jump, depositing you into a timeline on the brink of catastrophe!}}
//====== Gen2 - Martial Law ======;
IntroMartial_Monarchists_SubTitle;Plagued by Conflict
IntroMartial_Monarchists_Content;If one can call the prospect of perpetual conflict stabilizing, my life settled into a somewhat steady routine. During the day, the sound of distant gunfire rumbled through the halls of my estate as silver plumes of smoke billowed beyond the mountainous horizon, casting tendril-like shadows across the land — a constant reminder of civil war. At night, the rare spectacle of an explosion brightening the sky surprised me with how viscerally I reacted.<br /><br />Soldiers in their bright regalia keep watch over the town from a newly erected outpost, waving the brilliant orange flag of royalty. The Monarchy had claimed victory from afar after stationing their ranks across the region, but as scuffles remained constant, this declaration was all pomp without substance. The Monarchy drafted citizens into their ranks and levied penalties against those who showed disloyalty.<br /><br />The inference that one of my standing should owe a debt of servitude to those who already tax my earnings into oblivion was enough to make me spill my tea. And to what end, I wondered? Could peace be mustered in a populace kept so distant from the individuals who ruled it? It was called the industrial revolution for a reason, was it not?<br /><br />But, I must admit, the safety that the Monarchy afforded appealed to my pocketbook. Appeasing the Monarchy would ensure money and influence, but it also appeared — for better or ill — that royalty was distant enough to take little interest in our experimentations unless they provided direct benefit to themselves, whereas the Separatists were interested in knowledge and were desperate to explore all scientific options available to them to turn the tide. However, their frail sensibilities would not so easily accept my experimentations.<br /><br />Ah, to be left to one's own devices or to be famously scrutinized, reviled, and revered in equal measure! The decision weighed upon me so heavily it gave me mild indigestion during my evening banquets. What direction should I choose to advance my most important scientific work?
IntroMartial_Separatists_SubTitle;Down with the Monarchy
IntroMartial_Separatists_Content;The length and difficulty of my journey was exacerbated by the ongoing conflict. Compounding this harried inconvenience, my spouse and I suffered the indignity of a lengthy interrogation by soldiers of the Separatist forces, who had imposed an unofficial martial government.<br /><br />Peasants-turned-soldiers in their motley uniforms keep watch over the town from a newly erected outpost waving a sanguine flag. They spoke of freedom as they dug fresh graves in the cemetery, the wrought iron gates perpetually wreathed in lilies. I observed the daily horse-drawn carts, dragging the wounded towards ill-equipped infirmaries, my crimson reflection in the muddy ruts of unpaved highways.<br /><br />It was both in spite of and because of this brashness that I found myself drawn to the scrappy Separatist upstarts and their eagerness to fight for the capricious whims of the great unwashed. The Separatists were desperate for the advantages that my family's experimentations provided, and while hesitant over our methods, were willing to further our knowledge in return. Unfortunately, this relationship made them more entitled to levy accusations towards us.<br /><br />However, the influence of the throne was still absolute. If one could ingratiate themselves with the distracted Monarchy, their influence and money was on offer. The peasantry would be too discontent to focus on our more "ambitious" works. Unfortunately, unless experimentation directly benefited them, the Monarchy had no use for it.<br /><br />Ah, to be left to one's own devices or to be famously scrutinized, reviled, and revered in equal measure! The decision weighed upon me so heavily that I could scarcely enjoy my afternoon pastries. Neither could the muffled wailing coming from the cellar laboratory nor the distant clattering of gunfire at night calm my weary mind. What direction should I choose to advance my most important scientific work?
GUNSAward_Title;<b>Seeds of Conflict</b>
GUNSAward_Content;Before my spouse and I had even settled our affairs, I was rewarded not only for my family's numerous contributions to the region, but also for the political allegiance I held (or dreadfully inherited as the case may be). Further promises of considerable clout were made if I were to continue to support the war.<br /><br />As the conflict raged on, it was clear that with my business acumen, noble influence, and burgeoning scientific genius, I would be a highly sought after ally.
AdvancedWeaponryIntro_Title;<b>A Few Improvements</b>
AdvancedWeaponryIntro_Content;I was quick to suggest a few "enhancements" to their battery and presented several <b>advanced weaponry</b> schematics which could prove instrumental to victory.<br /><br />While the rumors of my parent's eccentricities made them hesitant, the promise of support from my lucrative estate proved too much to resist. If I could demonstrate to them the visceral efficacy of my proposal, they promised further investment. An easy task.
Martial_Title;Martial Law
Martial_TurnTheTide_Title;<b>Turn the Tide</b>
Martial_WeaponsBonus_Title;<icon=StorybookToken><b> Weapons Bonus</b>
Martial_MilitaryDemands_Title;<b>Military Demands - Barracks</b>
Martial_MilitaryIncentive_Title;<b>Military Incentive - Barracks</b>
Martial_EverythingIsAWeapon_Title;<b>Everything is a Weapon</b>
Martial_Outpost_Title;<b>Outpost</b>
