Tag;English_Source
CreateMwConfirm_Content;{{0=|<b>{{1=...}} (Chemistry - Panacea)</b><br /><br /><b>Cost:</b> 2 Bottles, 4 Chemistry, 2 Biology<br /><b>Reward:</b> Gain 21 VP, Gain 2 <icon=Insanity_Icon>, Gain 2 <icon=Creepy_Icon>.|<b>{{1=...}} (Chemistry - Device)</b><br /><br /><b>Cost:</b> 1 Bottle, 1 Gear, 4 Chemistry, 2 Engineering<br /><b>Reward:</b> Gain 20 VP, Gain 1 <icon=Insanity_Icon>, Gain 2 <icon=Creepy_Icon>.|<b>{{1=...}} (Chemistry - Creature)</b><br /><br /><b>Cost:</b> 1 Bottle, 1 Animal, 4 Chemistry, 2 Biology<br /><b>Reward:</b> Gain 20 VP, Gain 1 <icon=Insanity_Icon>, Gain 2 <icon=Creepy_Icon>, Move the <icon=AngryMob_Icon>.|<b>{{1=...}} (Chemistry - Concoction)</b><br /><br /><b>Cost:</b> 1 Bottle, 1 Gear, 3 Chemistry, 3 Engineering<br /><b>Reward:</b> Gain 19 VP, Gain 1 <icon=Insanity_Icon>, Gain 2 <icon=Creepy_Icon>.|<b>{{1=...}} (Biology - Panacea)</b><br /><br /><b>Cost:</b> 1 Animal, 1 Bottle, 4 Biology, 2 Chemistry<br /><b>Reward:</b> Gain 20 VP, Gain 1 <icon=Insanity_Icon>, Gain 2 <icon=Creepy_Icon>.|<b>{{1=...}} (Biology - Device)</b><br /><br /><b>Cost:</b> 1 Animal, 1 Gear, 3 Biology, 3 Engineering<br /><b>Reward:</b> Gain 19 VP, Gain 1 <icon=Insanity_Icon>, Gain 2 <icon=Creepy_Icon>.|<b>{{1=...}} (Biology - Creature)</b><br /><br /><b>Cost:</b> 2 Animals, 5 Biology, 1 Chemistry<br /><b>Reward:</b> Gain 20 VP, Gain 1 <icon=Insanity_Icon>, Gain 2 <icon=Creepy_Icon>, Move the <icon=AngryMob_Icon>.|<b>{{1=...}} (Biology - Concoction)</b><br /><br /><b>Cost:</b> 1 Animal, 1 Bottle, 3 Biology, 3 Chemistry<br /><b>Reward:</b> Gain 19 VP, Gain 1 <icon=Insanity_Icon>, Gain 2 <icon=Creepy_Icon>.|<b>{{1=...}} (Engineering - Panacea)</b><br /><br /><b>Cost:</b> 1 Gear, 1 Bottle, 4 Engineering, 2 Chemistry<br /><b>Reward:</b> Gain 20 VP, Gain 1 <icon=Insanity_Icon>, Gain 2 <icon=Creepy_Icon>.|<b>{{1=...}} (Engineering - Device)</b><br /><br /><b>Cost:</b> 2 Gears, 5 Engineering, 1 Biology<br /><b>Reward:</b> Gain 20 VP, Gain 1 <icon=Insanity_Icon>, Gain 2 <icon=Creepy_Icon>.|<b>{{1=...}} (Engineering - Creature)</b><br /><br /><b>Cost:</b> 1 Gear, 1 Animal, 4 Engineering, 2 Biology<br /><b>Reward:</b> Gain 20 VP, Gain 1 <icon=Insanity_Icon>, Gain 2 <icon=Creepy_Icon>, Move the <icon=AngryMob_Icon>.|<b>{{1=...}} (Engineering - Concoction)</b><br /><br /><b>Cost:</b> 1 Gear, 1 Bottle, 4 Engineering, 2 Chemistry<br /><b>Reward:</b> Gain 19 VP, Gain 2 <icon=Insanity_Icon>, Gain 1 <icon=Creepy_Icon>.|<b>{{1=...}} (Occult - Panacea)</b><br /><br /><b>Cost:</b> 1 Body, 1 Bottle, 3 Occult, 3 Chemistry<br /><b>Reward:</b> Gain 20 VP, Gain 1 <icon=Insanity_Icon>, Gain 2 <icon=Creepy_Icon>.|<b>{{1=...}} (Occult - Device)</b><br /><br /><b>Cost:</b> 1 Body, 1 Gear, 3 Occult, 3 Engineering<br /><b>Reward:</b> Gain 20 VP, Gain 1 <icon=Insanity_Icon>, Gain 2 <icon=Creepy_Icon>.|<b>{{1=...}} (Occult - Creature)</b><br /><br /><b>Cost:</b> 2 Bodies, 4 Occult, 1 Biology<br /><b>Reward:</b> Gain 21 VP, Gain 2 <icon=Creepy_Icon>.|<b>{{1=...}} (Occult - Concoction)</b><br /><br /><b>Cost:</b> 1 Body, 1 Bottle, 3 Occult, 3 Biology<br /><b>Reward:</b> Gain 20 VP, Gain 1 <icon=Insanity_Icon>, Gain 2 <icon=Creepy_Icon>, Move the <icon=AngryMob_Icon>.}}<br /><br /><i>Note: This Masterwork still requires 1 A Experiment, 2 B Experiments, and 3 C Experiments to be completed.</i><br /><br />With my own destiny determined, I resolved to forge a new path into the future and create my Masterwork.
EnterBar_Title;<b>Bar-venture</b>
EnterBar_Content;<i>Local records from this time show a shocking number of legal depositions submitted on the behalf of the family due to minor incidents at one of the town's drinking establishments.</i><br /><br />Select the scientist visiting the Pub:
Bar1_Title;<b>SWORN STATEMENT - Case 104-HDG-382</b>
Bar1_Content;<b>Statement of {{0=...}} III:</b><br /><br />After a brief excursion to the local pub, I happened to engage in a spirited conversation with the <b>Blacksmith's</b> son. Being slightly out of my wits, his slightly improper offer to accompany him home to his chateau for further libations appealed. We engaged in a delightful conversation, so intriguing in fact, that I accepted his generous offer of temporary lodging for the evening. I will spare the details of our respectable and entirely benign conversation.<br /><br />We both decided to disrobe as any person would when making nightly preparations for sleep. Regrettably, though I cannot recollect how it occurred, the Blacksmith was unpleased to discover us similarly nude and entwined in this state the next morning, surrounded by several defiled tools from the forge. Our family's reputation was certainly sullied at the Blacksmith and I resolved to avoid it in the future.
Bar2_Title;<b>SWORN STATEMENT - Case 219-HDG-441</b>
Bar2_Content;<b>Statement of {{0=...}} III:</b><br /><br />While many first-hand accounts from the townsfolk may not corroborate my story, I cannot conceal my disgust with the insinuation. The stable hand and I were simply enjoying a midnight ride in the nearby beet fields in the spirit of the season. Due to my enhanced state of inebriation, I may have chosen the incorrect steed for our excursion.<br /><br />I awoke in the stables beside my porcine companion, who had been outfitted with a leather riding saddle. The gate to their pen had been left open and the entire pig population of the town was scattered throughout the streets.<br /><br />I would also like to note that the charges of public nudity against me are warrantless, as upon discovery of my predicament that morning, I hastily endeavored to hide my shame and purchase new clothing from a local tailor as would be customary in such a situation. Our family's reputation was certainly sullied at the <b>Farmer's Market</b> and I resolved to avoid it in the future.
Bar3_Title;<b>SWORN STATEMENT - Case 337-HDG-508</b>
Bar3_Content;<b>Statement of {{0=...}} III:</b><br /><br />It was very much in poor taste for a <b>fortune teller</b> to summarily dismiss my romantic advances given my current social status and level of wealth. However, I admit that my inebriated reaction to steal and destroy her Tarot deck was highly juvenile. And the public defiling of said Tarot cards afterwards was certainly not in keeping with the standards of my aristocratic upbringing.<br /><br />I have since reimbursed the Fortune Teller for her ruined Tarot cards, and apologized to the Sheriff for my display of public nudity. Our family's reputation was certainly sullied at the <b>Fortune Teller</b> and I resolved to avoid it in the future.
Bar4_Title;<b>SWORN STATEMENT - Case 412-HDG-619</b>
Bar4_Content;<b>Statement of {{0=...}} III:</b><br /><br />The celebration had been exceedingly rowdy. I could not recall whose birthday or anniversary was being celebrated, but I could remember my celebratory stilted walk to the <b>General Store</b> near midnight. In my admittedly intoxicated state, I required sustenance.<br /><br />Unfortunately, my hunger pangs may have overtaken my sensibilities. A rock may have been plunged through the front window, and I may have been discovered the next morning by the constabulary, passed out naked on the wooden floor, surrounded by several empty cartons of canned sardines, the contents of which may have been returned to the same general area in a more semi-digested form. Our family's reputation was certainly sullied at the <b>General Store</b> and I resolved to avoid it in the future.
Bar5_Title;<b>SWORN STATEMENT - Case 528-HDG-703</b>
Bar5_Content;<b>Statement of {{0=...}} III:</b><br /><br />I vaguely remember the phrase that began the argument, but the stitches above my left eye from a shattered glass mug jogged my recollection of the ensuing brawl. A quick nightcap turned into an extended stay of tumbled barstools, belligerence, and wild accusations. My injuries must have been extensive as my memory ceased soon after.<br /><br />My displeased spouse informed me that I was currently the height of gossip within the town. First-hand accounts - of which I cannot confirm given my state of awareness - described how I spat blood in a nurse's face, tore off my leggings (and undergarments), tried to punch the vicar thrice, and defiled myself in the lobby. Our family's reputation was certainly sullied at the <b>Hospital</b> and I resolved to avoid it in the future.
Bar6_Title;<b>SWORN STATEMENT - Case 645-HDG-814</b>
Bar6_Content;<b>Statement of {{0=...}} III:</b><br /><br />Although witnesses claim that I had carried a makeshift torch several blocks to the destination, my ignition of nearby gasoline reserves was entirely accidental. My intent, of course, was a comical reenactment of the wiles of recent angry mobs, clearly satirical in nature. A vaudevillian parody. However, the French performance art overtones due to my regrettable nudity were not considered with high regard. The resulting blaze that consumed over half of the Laborer's Union building that night was also not met with the warmest of receptions.<br /><br />Honestly, the Laborer's Union building had not been updated for years. It was overdue for renovations. However, our family's reputation was certainly sullied at the <b>Laborer's Union</b> and I resolved to avoid it in the future.
Bar7_Title;<b>SWORN STATEMENT - Case 751-HDG-920</b>
Bar7_Content;<b>Statement of {{0=...}} III:</b><br /><br />While the cemetery has certainly been a crucial source of ingredients for my experiments - acquired by pruning local flora and herbs - calling attention to this fact very loudly while inside the local pub was probably a mistake. Openly inviting all patrons to join me in the cemetery to kick over headstones and then running directly to said location to do so was a clear error of judgement. My alleged indecent exposure whilst doing so, also unfortunate.<br /><br />After being treated for a sprained ankle, I spent a night half-remembered in the local police station. Our family's reputation was certainly sullied at the <b>Cemetery</b> and I resolved to avoid it in the future.
Bar8_Title;<b>SWORN STATEMENT - Case 809-HDG-154</b>
Bar8_Content;<b>Statement of {{0=...}} III:</b><br /><br />After a brief excursion to the local pub, I happened to engage in a spirited conversation with the <b>Blacksmith's</b> daughter. While I am unable to discern the reasoning behind my actions, I have since apologized for my repeated comments besmirching her virtuous nature, comments which apparently resulted in a minor altercation with a gentleman or two at the fine establishment.<br /><br />It was around midnight that I decided to make a quiet exit, in order to properly avoid any further antagonism. My clothes, soiled and bloodied by the ensuing brawl, were found discarded along the muddy trek to the Blacksmith's forge. While I have no recollection of the ensuing events, multiple witnesses attest that I then proceeded to brand the blacksmith's dog and passed out naked in the slack tub. Our family's reputation was certainly sullied at the <b>Blacksmith</b> and I resolved to avoid it in the future.
Bar9_Title;<b>SWORN STATEMENT - Case 883-HDG-276</b>
Bar9_Content;<b>Statement of {{0=...}} III:</b><br /><br />I find the accusations toward my conduct and character most disturbing. To insinuate that I was openly consorting with individuals of ill-repute and offered compensation for illicit activities, why it is as absurd as the other charges against me from that evening.<br /><br />While I admit to having a few additional libations, it is most presumptuous to believe that just because I was found near the open door of my carriage in the buff, covered in tomato paste, with lipstick impressions across the entirety of my form, that I would be held responsible for the debasing of a bushel of cherry tomatoes and several other vegetable stocks.<br /><br />Despite my personal objections, I have summarily reimbursed the stall owner for their produce and discretion in the matter. Our family's reputation was certainly sullied at the <b>Farmer's Market</b> and I resolved to avoid it in the future.
Bar10_Title;<b>SWORN STATEMENT - Case 962-HDG-395</b>
Bar10_Content;<b>Statement of {{0=...}} III:</b><br /><br />I should not have attempted to perform a surgical procedure in my state. Nor should I have locked myself in the surgical arena with a patient, barred the door, and undressed, dousing myself in a carbolic acid solution for the purposes of sterilization. However, my honor had been questioned at the pub and I deemed it only necessary to demonstrate my surgical prowess.<br /><br />The demonstration of my experimentation capabilities - which are normally formidable, I might add - turned into a series of unfortunate mishaps and misunderstandings. The unfortunate patient has since made a full recovery and has already received a generous stipend in recompense and the hospital a donation with which to cleanse the arena of the admittedly large quantity of blood on the walls, seating, instruments, and ceiling. Our family's reputation was certainly sullied at the <b>Hospital</b> and I resolved to avoid it in the future.
CompleteMasterwork_Title;<b>Complete a Masterwork</b>
CompleteMasterwork_Content;Click on your name below to confirm that your Masterwork is complete and receive your rewards:
CompleteMasterworkStory_Title;<b>The Work is Done - {{0=...}} III - {{1=...}}</b>
CompleteMasterworkStory_Content;{{0=|I tapped the glass bottle, watching the liquid inside swirl and glow with the purity of the mixture. The <b>{{1=...}}</b> had been a stunning success and once mass production could be attained, my family's legacy would be secure. I laughed. Then, laughed again. My cacophonous laughter echoed off the stone walls of my estate for years to come.|I adjusted the valves of the chemical apparatus and watched the pressure gauge climb as <b>{{1=...}}</b> hummed to life. Through precise distillation and volatile catalysis, my device achieved what no academy in Europe dared to dream. My name, <b>{{2=...}} III</b>, would echo through the annals of science forever!|Within the glass gestation vat, the chemical nutrient bath bubbled violently before clearing to reveal <b>{{1=...}}</b> breathing on its own. Synthetic alchemical life, born not of nature's whim, but of pure chemical mastery! I had done the impossible!|I observed the effects as the syringe filled with <b>{{1=...}}</b> emptied its contents into the unwilling test subject. Just as I had expected, the reaction was immediate and effusive. For so many years, I had toiled away in the solitude of my estate, and now as I wiped the tears from my eyes, my beautiful creation was finally complete.|The living cultures fused seamlessly with the host tissue, proving that <b>{{1=...}}</b> could purge any cellular decay. To see my biological panacea realized in the flesh overwhelmed my senses. Disease and frailty would kneel before the genius of <b>{{2=...}} III</b>!|With the final neural graft connected, the bio-mechanical apparatus of <b>{{1=...}}</b> pulsed with a steady, living heartbeat. Flesh and mechanism beat in unison at my command. I shook my fist at all who had doubted my vision!|Upon the stroke of midnight, lightning struck metal, sending a terrible electrical current through the machinery. My creation, <b>{{1=...}}</b>, awoke, and with wild eyes gazed upon me, its creator. I had done it! I had created life!|To see my work in the flesh, to see <b>{{1=...}}</b> finally realized, the passion of the moment overwhelmed my senses. I had done it. I shook my fist at God and all who doubted me! You were wrong! I am invincible!|The brass injectors and pneumatic regulators of <b>{{1=...}}</b> hissed in perfect rhythm, sustaining vitality through pure mechanical precision. What the doctors could not mend with scalpel or prayer, my machine had conquered effortlessly!|A brief, blinding flash and the work was done. I threw my goggles to the floor to gaze upon my creation with my own eyes - <b>{{1=...}}</b>. The polished metal surface whirred with interior mechanisms churning - then, glorious motion! Oh wondrous automaton, with you by my side the scientific world will be humbled!|Gears meshed with sinew as the clockwork beast <b>{{1=...}}</b> rose from the operating table, steam venting from its iron jaws. Every piston fired with terrifying grace. The world would tremble before the marvel I had forged!|I seized the firing mechanism of <b>{{1=...}}</b> and squeezed the polished metal trigger. When the dust settled and my laboratory wall had been made to crumble into dust, I was unable to contain a sinister grin. The world would remember this day and the creation I had wrought. My fame would be legendary.|As the final incantation echoed through the laboratory, the crimson elixir of <b>{{1=...}}</b> shimmered with otherworldly radiance. A single drop could defy the reaper himself. Through forbidden lore, I had claimed dominion over mortality!|The etched runes along the frame of <b>{{1=...}}</b> flared with violet fire, drawing power from beyond the veil to drive its impossible mechanisms. Science and sorcery had become one in my hands!|The world darkened around me as <b>{{1=...}}</b> emerged from a void-like rift in time and space. I could feel the immense power of the insidious being, the air hot with the energy of their presence. They turned to me and with a deep growl, they stated, "Master." I had done it. I was now in control and the world would rue the day they doubted <b>{{2=...}} III</b>!|The preparations proved tedious, but the resulting wave of spiritual energy as the ritual brew of <b>{{1=...}}</b> was completed left me standing in awe of my creation. The <b>{{1=...}}</b> was a brilliant success. And the powers I now harnessed were unthinkable!}}
ImmortalityCheck_Title;<b>A Somber End & Hungarian Bright</b>
ImmortalityCheck_Content;{{0=?|<b>A Peculiar Biological Study</b><br />During this time, the cousins' journal entries became increasingly paranoid about the work of their remarkably hardy parental figures. Not only did they describe a feeling of anxiety from their constant negativity and criticism, but there was a growing fear that they were actively sabotaging the experiments. Several journal entries dated over the course of 1891 form a collective study on human anatomy, offering any cousin who wished to part with their immortal parent a grisly opportunity.<br /><br />|}}<b>A Somber End</b><br />"Fat lot of good your family's 'contribution to society' has done for us!" the patrons would sneer upon their approach. The townsfolk showed little respect for the family's past political and charitable stances under <b>{{1=...}}</b> and <b>{{2=...}}</b>, expressing their derision at every opportunity.<br /><br /><b>Hungarian Bright</b><br />One particularly chill evening in winter, a meeting was called at the Town Hall in which the topic of electricity and connection to the national grid was reintroduced. Fueled by alcohol and ignorant revelry, the meeting erupted into a fiery debate and a riotous mass tore through the central streets of the village, leaving the Hospital and Town Hall in smoldering ruins before the townsfolk begrudgingly accepted the march of time.
//====== Gen 3 - University ======;
University_Title;<b>A Bright Future</b>
UniversityIntro_SubTitle;<b>A University</b>
UniversityIntro_Content;The establishment of the University ushered in a golden age of enlightenment for <b>{{0=...}}</b>. Scholars, physicians, and ambitious students from across the continent flocked to the valley, transforming the once-somber village into a bustling hub of academic inquiry and modern medicine.{{1=?|<br /><br />Even the lingering scars of the epidemic that had swept the countryside only served to heighten the urgency and prestige of the University's medical faculties.|}}<br /><br />For the third generation of the family, the gleaming lecture halls and well-funded laboratories at the foot of their estates offered unprecedented opportunities—provided they could navigate the scrutiny of their new academic peers.
TheBoard2_Title;<b>The Board of Trustees</b>
TheBoard2_Content;{{0=?|As founding benefactors of the Hospital, the family held seats of honor on the University's newly formed Board of Trustees. Their past philanthropy was repaid with institutional influence and privileged access to the academy's stores.|Though the family had neglected the Hospital Board in the previous generation, the University faculty still extended a cautious professional courtesy to the heirs on the hill.}}{{1=?| Their celebrated medical breakthroughs in the previous generation further elevated their standing among the faculty.|}}
BuildAward_Title;<b>Mayoral Legacy</b>
BuildAward_Content;A delegation from the municipal council arrived at the estate of <b>{{0=...}}</b> III to honor the enduring civic legacy of their grandparent's term as Mayor.<br /><br />{{1=?|The town Bank had financed the rapid expansion of the University district, yielding handsome dividends for the former Mayor's lineage.|The public Library founded during their ancestor's administration had become the cornerstone of the University's archival collection, granting the family privileged scholarly access.}}
LoveCharity_Title;<b>A Charitable Heart</b>
LoveCharity_Content;The Order of Sisters from the Hospital visited <b>{{0=...}}</b> III in private, presenting a preserved reliquary of gratitude for the extraordinary generosity shown by their family during the dark days of the Yellow Fever. One of the Hospital's most devoted orderlies pledged their lifelong service to the estate as a Caretaker.
UniEvent1_Title;<b>A New Academic Department</b>
UniEvent1_Content;At the conclusion of the University's inaugural term in <b>{{0=...}}</b>, the Dean of Medicine convened a special symposium to address the psychological toll of cutting-edge scientific research. A new Department of Psychology was proposed to evaluate and treat the brightest minds of the valley.
UniEvent2_Title;<b>Department of Psychology</b>
UniEvent2_Content;The faculty must establish the diagnostic threshold on the <icon=Insanity_Icon> Track for admission into the University's psychiatric treatment program.<br /><br />Together, choose a number on the <icon=Insanity_Icon> Track:
ChooseSanity_Title;<b>Psychiatric Evaluation</b>
ChooseSanity_Content;The Department of Psychology established its diagnostic threshold at space <b>{{0=...}}</b> of the <icon=Insanity_Icon> Track. Those whose minds had been strained past that threshold received restorative therapy and academic commendation, while those of steadier temperament were invited to lecture and draw from the University's research reserves.
UniversityEventEnd_Title;<b>The Term Continues</b>
UniversityEventEnd_Content;With the new department integrated into the campus, the scholars returned to their respective laboratories as the Middle Years commenced.
VaccinationProgram1_Title;<b>Exemplary Composure & The Great Vaccination Program</b>
VaccinationProgram1_Content;Before launching the University's final grand initiative—the Great Vaccination Program—the Board of Trustees wished to recognize the family member who had maintained the clearest, most rational mind.<br /><br />Which player is currently furthest behind (lowest) on the <icon=Insanity_Icon> Track? <i>(If tied, choose among the tied players.)</i>
ResolveVaccination_Title;<b>The Great Vaccination Program</b>
ResolveVaccination_Content;The final bell of the University's third term tolled across the valley as the faculty gathered to evaluate the family's contributions to the Great Vaccination Program.<br /><br />How many players donated a B- or C-level Biology or Chemistry Experiment to the University during this round?
SubVaccine_Title;<b>A Modest Effort</b>
SubVaccine_Content;Though only a small number of experimental samples were contributed to the University's initiative, the faculty managed to synthesize a localized inoculation that protected the immediate township.
MedVaccine_Title;<b>A Regional Success</b>
MedVaccine_Content;Thanks to the substantial research donated by the family, the University successfully produced and distributed a potent vaccine across the surrounding counties, earning widespread acclaim.
UltimateVaccine_Title;<b>The Eradication of Disease!</b>
UltimateVaccine_Content;Through the unanimous and selfless scientific collaboration of the entire family, the University of <b>{{0=...}}</b> achieved the impossible: a universal vaccine that completely eradicated the plague and its variants from the entire region!
